ResponseID,StartDate,EndDate,Finished,isAppointer,isClaimant,isRespondent,isOutcome,isOrder,iiAppointer,iiClaimant,iiRespondent,iiOutcome,iiDamages,ConsentForm,InvestorStateSeen,isShareFeesRespondent,isClaimantReimbursesAll,isClaimantReimbursesSome,isSplitExpenses,isRespondentReimbursesSome,isRespondentReimbursesAll,isRespondentReimbursesAll2,isRespondentReimbursesSome2,isSplitExpenses2,isClaimantReimbursesSome2,isClaimantReimbursesAll2,isOpenEnded,iiShown,iiClaimantDamages,iiShareFeesRespondent,iiClaimantReimbursesAll,iiClaimantReimbursesSome,iiSplitExpenses,iiRespondentReimbursesSome,iiRespondentReimbursesAll,iiRespondentReimbursesAll2,iiRespondentReimbursesSome2,iiSplitExpenses2,iiClaimantReimbursesSome2,iiClaimantReimbursesAll2,iiOpenEnded,backgroundShown,genderMale,genderFemale,anyUS,anyCommon,anyCivil,employmentPrivate,employmentProfessor,employmentGovt,employmentOther,employmentCoded,educationCoded,educationAnswered,numArbitrations0,numArbitrations1Plus,isDisputeYes,isDisputeNo,randomizer,RowID,isReimbursement,isWinner,isAppointerSide,isReimbursementFolded,isSplit,isSome,isAll,isAny
R_2alZODrJhdH7IIO,10/30/2015 2:11,10/30/2015 2:55,1,Claimant,a middle income economy,a middle income economy,Claimant without legal merit,1,by the claimant.,Fortune 500 company,modest but growing local company in an emerging economy country,by majority,"agreed on an independent expert randomly selected from a pool of qualified experts who calculated damages for US$2,034,040.00.",1,1,0,0,1,0,0,0,0,0,0,1,0,If Claimant' case was really totally unjustified I would award Respondent all its party expenses. In most cases there would be sufficient justification for Claimant's claim to make it seem unfair to make Claimant  responsible for all of Respondent's legal expenses for the same reasons given in the first scenario.,1,2034040,100,NA,NA,NA,NA,NA,1,0,0,0,0,Loser pays legal costs  is most usual rule (outside of the USA) and frequently included in arbitration rules or in procedural rules (at least for court proceedings) at place of arbitration. Obviously if there was any party agreement on the issue in contract that would be ap,1,1,0,1,1,0,1,0,0,0,Private,JD,1,0,1,1,0,Investor-Investor Vignette|Investor-State Vignette,423,2,Respondent,Appointed by Loser,4,0,1,0,1
R_2aDYxdqBmPsYamG,11/16/2015 6:30,11/16/2015 6:39,1,Blind,a middle income economy,a low income economy,Claimant without legal merit,0,.,Fortune 500 company,modest but growing local company in an emerging economy country,unanimously,"agreed on an independent expert randomly selected from a pool of qualified experts who calculated damages for US$2,034,040.00.",1,1,-99,0,1,0,0,0,NA,NA,NA,NA,NA,"It depends on all the facts. Since the case was rejected because of manifest lack of legal merit, the Claimant should reimburse part of the Respondent's expenses but probably not all, unless there are very special circumstances.",1,1500000,-99,0,0,1,0,0,NA,NA,NA,NA,NA,"Damages calculations by experts tend to overstate damages. As to costs, given that the Claimant is a big company and the respondent a modest one, each party should bear its own expenses.",1,1,0,0,0,1,0,1,0,0,Academic,Master's,1,0,1,1,0,Investor-Investor Vignette|Investor-State Vignette,424,2,Respondent,Blind,4,0,1,0,1
R_29fPRdiHUDwHSvt,10/27/2015 12:41,10/27/2015 12:48,1,Respondent,a middle income economy,a low income economy,Respondent wins,1,by the respondent.,modest but growing local company in an emerging economy country,modest but growing local company in an emerging economy country,by majority,"each presented equally credible witnesses. The claimant’s expert calculated damages for US$4,002,100.00. The respondent’s expert calculated damages for US$1,059,307.00.",1,1,0,1,0,0,0,0,0,0,0,0,1,NA,1,1059307,80,0,0,0,1,0,NA,NA,NA,NA,NA,"Claimant won on the merits, but it was not a complete win in terms of damages. Hence some reduction.",1,1,0,0,0,1,1,0,0,0,Private,Doctorate,1,0,1,0,1,Investor-Investor Vignette|Investor-State Vignette,425,1,Respondent,Appointed by Winner,5,0,0,1,1
R_28XKekAkql1f3Zr,10/24/2015 11:05,10/24/2015 11:45,1,Respondent,a high income economy,a low income economy,Outside jurisdiction,0,by the respondent.,modest but growing local company in an emerging economy country,Fortune 500 company,by majority,"each presented equally credible witnesses. The claimant’s expert calculated damages for US$4,002,100.00. The respondent’s expert calculated damages for US$1,059,307.00.",1,1,2,1,0,0,0,0,NA,NA,NA,NA,NA,"In my view the Claimant should bear the costs and expenses involved because it was the party who dragged the Respondent into such costly proceedings, failed for the lack of jurisdiction. Otherwise the Respondent will be penalized for no fault on its part, no matter how insignificant the amount might be.",1,-88,-99,NA,NA,NA,NA,NA,0,1,0,0,0,"I think quantifying the damages has to be carried out by the Arbitrator after evaluating the damages itself and it should not decide the amount haphazardly. /  / Although I have favored the reimbursement of some of the costs and expenses of the Claimant, here too I am of the opinion that certain facts and factors must be considered, such as whether the Respondent acted irresponsibly and unreasonable by refusing the payment of damages; how unreasonable it was in its approaches to the claim and, on the other hand, whether the Claimant was reasonable in its claim for expenses and costs etc... /",1,1,0,0,0,1,1,0,0,0,Private,Doctorate,1,0,1,1,0,Investor-Investor Vignette|Investor-State Vignette,426,1,Respondent,Appointed by Winner,5,0,0,1,1
R_28FzCiqG5z086dr,10/27/2015 13:36,10/27/2015 22:42,1,Blind,a middle income economy,a low income economy,Respondent wins,1,.,Fortune 500 company,Fortune 500 company,unanimously,"agreed on an independent expert randomly selected from a pool of qualified experts who calculated damages for US$2,034,040.00.",1,1,-99,0,0,1,0,0,0,0,1,0,0,"If the claim had a good faith and objective basis, and the defense was in good faith and had an objective basis, the costs and fees should be borne by both sides.",1,2034040,-99,NA,NA,NA,NA,NA,0,0,1,0,0,There is no basis in the facts for anything other than accepting the experts analysis.  If each side had a good faith belief  and an objective basis for its position each party should bear its own expenses.,1,1,0,1,1,0,1,0,0,0,Private,JD,1,0,1,0,1,Investor-State Vignette|Investor-Investor Vignette,427,3,Respondent,Blind,3,1,0,0,0
R_28CduYa7l1pP3UE,10/25/2015 7:56,10/25/2015 7:59,0,Claimant,a high income economy,a low income economy,Claimant without legal merit,1,by the claimant.,modest but growing local company in an emerging economy country,modest but growing local company in an emerging economy country,by majority,"each presented equally credible witnesses. The claimant’s expert calculated damages for US$4,002,100.00. The respondent’s expert calculated damages for US$1,059,307.00.",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Investor-Investor Vignette|Investor-State Vignette,428,NA,Respondent,Appointed by Loser,NA,NA,NA,NA,NA
R_27U4uGF1XYbl8sv,10/27/2015 3:29,10/27/2015 3:42,0,Claimant,a high income economy,a middle income economy,Claimant without legal merit,0,by the claimant.,modest but growing local company in an emerging economy country,modest but growing local company in an emerging economy country,by majority,"agreed on an independent expert randomly selected from a pool of qualified experts who calculated damages for US$2,034,040.00.",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Investor-State Vignette|Investor-Investor Vignette,429,NA,Respondent,Appointed by Loser,NA,NA,NA,NA,NA
R_27KEu5gG9tEV9dJ,10/23/2015 22:54,10/23/2015 22:55,0,Claimant,a middle income economy,a middle income economy,Claimant without legal merit,0,by the claimant.,Fortune 500 company,modest but growing local company in an emerging economy country,unanimously,"agreed on an independent expert randomly selected from a pool of qualified experts who calculated damages for US$2,034,040.00.",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Investor-State Vignette|Investor-Investor Vignette,431,NA,Respondent,Appointed by Loser,NA,NA,NA,NA,NA
R_27ahewejy3s2nsh,11/3/2015 4:53,11/3/2015 5:14,1,Blind,a middle income economy,a low income economy,Respondent wins,1,.,modest but growing local company in an emerging economy country,modest but growing local company in an emerging economy country,by majority,"each presented equally credible witnesses. The claimant’s expert calculated damages for US$4,002,100.00. The respondent’s expert calculated damages for US$1,059,307.00.",1,1,19,0,1,0,0,0,0,0,0,1,0,"The findings of the tribunal are unanimous. Claimant is 100% wrong on the merits. But again, I do not know much from the case description why Claimant was wrong, was it a question of law or evidence or both?",1,-88,80,NA,NA,NA,NA,NA,-99,-99,-99,-99,-99,"Again, it is not possible to answer on the basis of your hypothesis. Much depends on why the dispute had to be resolved through arbitration, e.g. was it a question of law that had to be decided because there was no precedent in the law applicable. If so, a split of the costs in equal parts could be justified. If on the other hand the law was clear but evidence not, the losing party should pay most of the costs or all of the costs. Further, the parties' conduct during the arbitration also counts; where both behaved in a constructive way I would lean to splitting the costs compared to a situation where one party behaved correctly and constructively and the other not.",1,1,0,0,0,1,1,0,0,0,Private,JD,1,0,1,1,0,Investor-Investor Vignette|Investor-State Vignette,433,2,Respondent,Blind,4,0,1,0,1
R_274pYQQlDkMxnPM,10/23/2015 17:53,10/23/2015 17:54,0,Blind,a high income economy,a low income economy,Claimant without legal merit,0,.,Fortune 500 company,Fortune 500 company,unanimously,"agreed on an independent expert randomly selected from a pool of qualified experts who calculated damages for US$2,034,040.00.",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Investor-Investor Vignette|Investor-State Vignette,434,NA,Respondent,Blind,NA,NA,NA,NA,NA
R_26nGRHhFZbTioYY,10/27/2015 13:06,10/27/2015 13:07,0,Claimant,a high income economy,a middle income economy,Outside jurisdiction,1,by the claimant.,modest but growing local company in an emerging economy country,Fortune 500 company,by majority,"each presented equally credible witnesses. The claimant’s expert calculated damages for US$4,002,100.00. The respondent’s expert calculated damages for US$1,059,307.00.",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Investor-State Vignette|Investor-Investor Vignette,435,NA,Respondent,Appointed by Loser,NA,NA,NA,NA,NA
R_26kVxeg3nP1qe57,10/27/2015 12:50,10/27/2015 12:52,0,Blind,a high income economy,a low income economy,Outside jurisdiction,0,.,modest but growing local company in an emerging economy country,modest but growing local company in an emerging economy country,by majority,"each presented equally credible witnesses. The claimant’s expert calculated damages for US$4,002,100.00. The respondent’s expert calculated damages for US$1,059,307.00.",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Investor-Investor Vignette|Investor-State Vignette,437,NA,Respondent,Blind,NA,NA,NA,NA,NA
R_26g82Uqbup0vZaR,10/24/2015 23:02,10/25/2015 0:13,1,Blind,a high income economy,a low income economy,Respondent wins,1,.,Fortune 500 company,modest but growing local company in an emerging economy country,unanimously,"each presented equally credible witnesses. The claimant’s expert calculated damages for US$4,002,100.00. The respondent’s expert calculated damages for US$1,059,307.00.",1,1,0,1,0,0,0,0,0,0,0,0,1,The claimant is the one who initiated the proceeding and according to the tribunal it was with no grounds. The respondent has incurred additional cost due to this . Therefore he should get reimbursed.,1,1500000,100,0,0,0,0,1,NA,NA,NA,NA,NA,"Given that the respondent is the one who breached the contractual terms he should bear the the legal costs. /  / The claimant is a huge company compared to the respondent . Therefore and because there is no explanation on how the damages were calculated , I will stand with the respondent's figure as the 4 million claim might be disproportionate.",1,1,0,0,0,1,0,0,0,1,Private,Master's,1,1,0,0,1,Investor-Investor Vignette|Investor-State Vignette,438,1,Respondent,Blind,5,0,0,1,1
R_26b6nLYt8f4rgZJ,10/27/2015 12:40,10/27/2015 13:00,1,Claimant,a middle income economy,a low income economy,Claimant without legal merit,0,by the claimant.,modest but growing local company in an emerging economy country,Fortune 500 company,unanimously,"agreed on an independent expert randomly selected from a pool of qualified experts who calculated damages for US$2,034,040.00.",1,1,0,1,0,0,0,0,NA,NA,NA,NA,NA,Based on ability to pay and outcome.,1,2034040,80,NA,NA,NA,NA,NA,0,1,0,0,0,"Consistent with allocation of costs in Canadian and other jurisdictions. No full indemnity if the claim is legitimate and the parties conducted themselves well. The arbitral tribunal may take into account such circumstances as it considers relevant, including the extent to which each party has conducted the arbitration in an expeditious and cost-effective manner.",1,1,0,0,1,0,1,0,0,0,Private,Bachelor's,1,0,1,0,1,Investor-State Vignette|Investor-Investor Vignette,439,1,Respondent,Appointed by Loser,5,0,0,1,1
R_25GQXwnDoYJowau,10/27/2015 3:50,10/27/2015 9:19,0,Parties,a high income economy,a low income economy,Claimant wins,0,by the parties.,modest but growing local company in an emerging economy country,Fortune 500 company,unanimously,"each presented equally credible witnesses. The claimant’s expert calculated damages for US$4,002,100.00. The respondent’s expert calculated damages for US$1,059,307.00.",1,1,-99,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Investor-State Vignette|Investor-Investor Vignette,441,3,Claimant,Parties,3,1,0,0,0
R_24k23UD7akNZLLy,10/26/2015 19:37,10/26/2015 19:49,1,Blind,a middle income economy,a middle income economy,Claimant without legal merit,0,.,Fortune 500 company,Fortune 500 company,unanimously,"each presented equally credible witnesses. The claimant’s expert calculated damages for US$4,002,100.00. The respondent’s expert calculated damages for US$1,059,307.00.",1,1,0,1,0,0,0,0,NA,NA,NA,NA,NA,Since the claim brought forward by claimant was without legal merit both costs and expences should be awarded in full to respondent,1,1059407,80,NA,NA,NA,NA,NA,0,1,0,0,0,"The reasoning behind the allocation of damages is based upon the ""fact"" that we have no information that the claimant was able to counter the respondents calculation of damages (only info is both had good witnessess. /  / The alocation of cost is based upon the fact the the contract was breached and respondent liable. The reason for not allocation full cost and legal expenses if the award of ""only"" 1/4 of the claim. Since the case is still ""won"" be claimant both costs and expences should be awarded.",1,1,0,0,0,1,1,0,0,0,Private,Master's,1,0,1,0,1,Investor-Investor Vignette|Investor-State Vignette,443,1,Respondent,Blind,5,0,0,1,1
R_24GexcYEPElY8Gh,10/24/2015 8:06,10/24/2015 8:15,1,Claimant,a high income economy,a low income economy,Outside jurisdiction,1,by the claimant.,Fortune 500 company,Fortune 500 company,by majority,"agreed on an independent expert randomly selected from a pool of qualified experts who calculated damages for US$2,034,040.00.",1,1,24,0,1,0,0,0,0,0,0,1,0,respondent should not bear consequences of a wrong choice by claimant,1,2000000,80,NA,NA,NA,NA,NA,0,0,1,0,0,"assuming damages are found due, the relevant amount being assessed by independed experts should be the basis for the award. Costs should follow the event",1,0,1,0,0,1,1,0,0,0,Private,NA,1,0,1,0,1,Investor-Investor Vignette|Investor-State Vignette,444,2,Respondent,Appointed by Loser,4,0,1,0,1
R_24f4IgMnw5edvtD,10/27/2015 13:01,10/27/2015 13:03,0,Respondent,a high income economy,a middle income economy,Claimant wins,1,by the respondent.,modest but growing local company in an emerging economy country,Fortune 500 company,by majority,"each presented equally credible witnesses. The claimant’s expert calculated damages for US$4,002,100.00. The respondent’s expert calculated damages for US$1,059,307.00.",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Investor-State Vignette|Investor-Investor Vignette,445,NA,Claimant,Appointed by Loser,NA,NA,NA,NA,NA
R_22POuqkTFufCwkX,10/28/2015 4:55,10/28/2015 4:56,1,Respondent,a middle income economy,a middle income economy,Outside jurisdiction,0,by the respondent.,modest but growing local company in an emerging economy country,Fortune 500 company,by majority,"agreed on an independent expert randomly selected from a pool of qualified experts who calculated damages for US$2,034,040.00.",1,1,-99,-99,-99,-99,-99,-99,NA,NA,NA,NA,NA,NA,1,NA,-99,NA,NA,NA,NA,NA,-99,-99,-99,-99,-99,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-99,-99,NA,-99,Investor-Investor Vignette|Investor-State Vignette,451,NA,Respondent,Appointed by Winner,NA,NA,NA,NA,NA
R_22MsZroq76Giaga,10/26/2015 8:32,10/26/2015 8:33,0,Parties,a middle income economy,a middle income economy,Outside jurisdiction,0,by the parties.,modest but growing local company in an emerging economy country,Fortune 500 company,by majority,"agreed on an independent expert randomly selected from a pool of qualified experts who calculated damages for US$2,034,040.00.",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Investor-State Vignette|Investor-Investor Vignette,452,NA,Respondent,Parties,NA,NA,NA,NA,NA
R_21jJCO1CzXvHCNf,10/23/2015 17:34,10/23/2015 17:48,1,Respondent,a middle income economy,a middle income economy,Respondent wins,0,by the respondent.,Fortune 500 company,modest but growing local company in an emerging economy country,unanimously,"each presented equally credible witnesses. The claimant’s expert calculated damages for US$4,002,100.00. The respondent’s expert calculated damages for US$1,059,307.00.",1,1,0,1,0,0,0,0,NA,NA,NA,NA,NA,"Costs follow the event, unless the Respondent unreasonably extended or expanded the issues in dispute in such a way that the tribunal should consider issues based costs orders ( i.e. orders relating to the costs of specific issues because one party had unreasonably litigated a hopeless or unnecessary point , even if that party eventually prevailed on the merits overall). The reason that costs should follow the event is that , as both parties originate from economies of the same level, then it would  be unfair to penalize the Respondent in costs if it had wholly successfully resisted a claim on the merits, and the costs of arbitration are a normal commercial expense which the Claimant's risked in pursuing their commercial objectives. It is not right that the taxpayers of the Respondent nation should subsidise the Claimant.",1,2000000,75,NA,NA,NA,NA,NA,1,0,0,0,0,"The level of damages must surely follow a dispassionate assessment of the expert evidence . With such a wide margin between the experts, it is incredible that the tribunal would find nothing between the parties. Again, I'd repeat my points in the previous answer about the parties conduct and the reasonableness of all the points taken and run in the arbitration. A Fortune 500 company often seeks to overwhelm a less wealthy opponent in arbitrations, and so I suspect I would award a lower percentage of costs than in the prior case to reflect the possible inequality of arms.",1,1,0,0,1,0,1,0,0,0,Private,Master's,1,0,1,0,1,Investor-State Vignette|Investor-Investor Vignette,454,1,Respondent,Appointed by Winner,5,0,0,1,1
R_21Fmw48TsUmY36S,10/28/2015 6:35,10/28/2015 6:52,1,Claimant,a high income economy,a low income economy,Respondent wins,1,by the claimant.,Fortune 500 company,modest but growing local company in an emerging economy country,unanimously,"agreed on an independent expert randomly selected from a pool of qualified experts who calculated damages for US$2,034,040.00.",1,1,20,0,1,0,0,0,0,0,0,1,0,The investment dispute is different from a commercial dispute. Cclearcut cases are very seldom. The claimant was also accused by the Respondent in the case which require defence efforts as well. This is why the Respondent should bear 15-25% of procedural cost and 35-45% of its own cost.,1,2034040,100,0,0,0,0,1,NA,NA,NA,NA,NA,"Pacta sunt servanda. If someone breaches its contractual obligations should bear the consequences. it is a not an excuse if the company is coming from an ""emerging economy country""",1,1,0,0,0,1,1,0,0,0,Private,NA,1,0,1,0,1,Investor-Investor Vignette|Investor-State Vignette,456,2,Respondent,Appointed by Loser,4,0,1,0,1
R_21FleojNji0hXif,10/30/2015 8:33,10/30/2015 8:57,1,Claimant,a high income economy,a middle income economy,Outside jurisdiction,0,by the claimant.,modest but growing local company in an emerging economy country,Fortune 500 company,by majority,"agreed on an independent expert randomly selected from a pool of qualified experts who calculated damages for US$2,034,040.00.",1,1,60,0,0,0,1,0,NA,NA,NA,NA,NA,As the respondent expropriated the claimant's investment he deserves punishment.,1,3000000,80,NA,NA,NA,NA,NA,1,0,0,0,0,The Respondent being a Fortune 500 company has violated the contractual obligations because it think it was a giant and the opposite party cannot turn the table against him.,1,1,0,0,1,0,1,0,0,0,Private,Doctorate,1,1,0,0,1,Investor-State Vignette|Investor-Investor Vignette,457,4,Respondent,Appointed by Loser,2,0,0,0,0
R_21aXI437uaNChes,10/27/2015 13:12,10/27/2015 13:19,0,Blind,a high income economy,a middle income economy,Outside jurisdiction,0,.,modest but growing local company in an emerging economy country,modest but growing local company in an emerging economy country,unanimously,"agreed on an independent expert randomly selected from a pool of qualified experts who calculated damages for US$2,034,040.00.",1,1,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,1,2034040,71,NA,NA,NA,NA,NA,-99,-99,-99,-99,-99,It all depends on how much the claimant initially claimed.  Not mentioned,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Investor-State Vignette|Investor-Investor Vignette,459,2,Respondent,Blind,4,0,1,0,1
R_214xF7JmdnztHfY,10/27/2015 12:47,10/27/2015 13:04,1,Claimant,a middle income economy,a middle income economy,Outside jurisdiction,0,by the claimant.,Fortune 500 company,Fortune 500 company,unanimously,"agreed on an independent expert randomly selected from a pool of qualified experts who calculated damages for US$2,034,040.00.",1,1,0,1,0,0,0,0,NA,NA,NA,NA,NA,"It is for the Claimant to make sure he has a case. Who orders, pays.",1,2034040,50,NA,NA,NA,NA,NA,0,0,1,0,0,"I have not enough facts to make a reasoned decision, but in my arbitrations I have constructive discussions with the parties, which normally lead to a settlement that I then document in my award. In this case I assumed the parties mutually agreed to transfer the assessment of the damages to the tribunal, but both parties work constructively to find a solution. Therefore I would have addressed the cost-question very early on and in my arbitrations the parties normally agree that the costs for the arbitration/expert are shared and each party bears its own costs.",1,0,1,0,0,1,0,0,0,1,Private,Master's,1,0,1,0,1,Investor-Investor Vignette|Investor-State Vignette,460,1,Respondent,Appointed by Loser,5,0,0,1,1
R_20OOSMdllLkyHBC,10/27/2015 13:18,10/27/2015 13:19,0,Parties,a high income economy,a middle income economy,Respondent wins,0,by the parties.,Fortune 500 company,modest but growing local company in an emerging economy country,by majority,"agreed on an independent expert randomly selected from a pool of qualified experts who calculated damages for US$2,034,040.00.",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Investor-Investor Vignette|Investor-State Vignette,461,NA,Respondent,Parties,NA,NA,NA,NA,NA
R_20NI0Rxpvatquwr,10/27/2015 13:51,10/27/2015 14:01,1,Respondent,a middle income economy,a low income economy,Outside jurisdiction,1,by the respondent.,modest but growing local company in an emerging economy country,Fortune 500 company,unanimously,"each presented equally credible witnesses. The claimant’s expert calculated damages for US$4,002,100.00. The respondent’s expert calculated damages for US$1,059,307.00.",1,1,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,NA,1,4002100,78,0,0,0,1,0,NA,NA,NA,NA,NA,If breach is found an honest costing of damages by the affected party should be allowed. Costs should be borne largely by losing party who made the arbitration necessary,1,1,0,0,1,0,0,1,0,0,Academic,Doctorate,1,0,1,1,0,Investor-Investor Vignette|Investor-State Vignette,462,NA,Respondent,Appointed by Winner,NA,NA,NA,NA,NA
R_20ND2DFsXm1D5Y0,10/23/2015 15:59,10/23/2015 15:59,0,Blind,a high income economy,a middle income economy,Respondent wins,0,.,modest but growing local company in an emerging economy country,modest but growing local company in an emerging economy country,unanimously,"each presented equally credible witnesses. The claimant’s expert calculated damages for US$4,002,100.00. The respondent’s expert calculated damages for US$1,059,307.00.",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Investor-State Vignette|Investor-Investor Vignette,463,NA,Respondent,Blind,NA,NA,NA,NA,NA
R_1yTSlworQjegFd7,10/27/2015 12:42,11/9/2015 11:50,1,Blind,a middle income economy,a middle income economy,Outside jurisdiction,1,.,modest but growing local company in an emerging economy country,modest but growing local company in an emerging economy country,unanimously,"each presented equally credible witnesses. The claimant’s expert calculated damages for US$4,002,100.00. The respondent’s expert calculated damages for US$1,059,307.00.",1,1,50,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,NA,1,2500000,100,0,0,0,0,1,NA,NA,NA,NA,NA,"In my view, this should always be the result in order to promote mediation.",1,1,0,1,1,0,1,0,0,0,Private,JD,1,0,1,0,1,Investor-State Vignette|Investor-Investor Vignette,464,NA,Respondent,Blind,NA,NA,NA,NA,NA
R_1X671Ed15GnKByl,10/25/2015 19:47,10/25/2015 19:48,0,Claimant,a middle income economy,a low income economy,Claimant wins,1,by the claimant.,modest but growing local company in an emerging economy country,modest but growing local company in an emerging economy country,unanimously,"agreed on an independent expert randomly selected from a pool of qualified experts who calculated damages for US$2,034,040.00.",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Investor-Investor Vignette|Investor-State Vignette,465,NA,Claimant,Appointed by Winner,NA,NA,NA,NA,NA
R_1rIegfvMjFwG128,10/27/2015 11:48,10/27/2015 12:15,1,Blind,a middle income economy,a low income economy,Respondent wins,0,.,Fortune 500 company,Fortune 500 company,by majority,"each presented equally credible witnesses. The claimant’s expert calculated damages for US$4,002,100.00. The respondent’s expert calculated damages for US$1,059,307.00.",1,1,40,0,1,0,0,0,NA,NA,NA,NA,NA,The parties each sought costs and knew that it was a possibility that it could be responsible for the other party's expenses. The respondent did not act wrongfully and that should be recognized.,1,2530000,70,NA,NA,NA,NA,NA,0,0,1,0,0,"If both experts are equally reliable, the vast difference in numbers suggest that a lower amount than the claimant is requesting should be applied. Further, the claimant should not bear equal proportion for the costs of an arbitration to recover for the respondent's breach of contract. The individual expenses, however, should be borne by each party.",1,0,1,1,1,0,1,0,0,0,Private,JD,1,0,1,0,1,Investor-Investor Vignette|Investor-State Vignette,466,2,Respondent,Blind,4,0,1,0,1
R_1qWIjEgy5CJ9W68,10/27/2015 12:37,10/27/2015 12:45,1,Blind,a high income economy,a middle income economy,Outside jurisdiction,0,.,modest but growing local company in an emerging economy country,modest but growing local company in an emerging economy country,by majority,"each presented equally credible witnesses. The claimant’s expert calculated damages for US$4,002,100.00. The respondent’s expert calculated damages for US$1,059,307.00.",1,1,0,1,0,0,0,0,NA,NA,NA,NA,NA,"The Claimant lost the proceedings because the Tribunal found that it had no jurisdiction. In those circumstances, there is no reason why the Claimant should not reimburse all of the Respondent's expenses.",1,-88,-99,NA,NA,NA,NA,NA,-99,-99,-99,-99,-99,"It is impossible to answer these questions. Although the Claimant succeeded on liability and will likely recover some damages, the proper allocation of costs cannot be decided without knowing how much of the claimed amount the Claimant was awarded.",1,1,0,0,1,0,1,0,0,0,Private,NA,NA,0,1,1,0,Investor-State Vignette|Investor-Investor Vignette,471,1,Respondent,Blind,5,0,0,1,1
